Id,SalePrice
1461,103394.689800319
1462,152441.449315628
1463,161837.846536886
1464,187675.817222981
1465,225467.024666774
1466,190260.202005273
1467,166544.671061883
1468,180632.101835948
1469,201453.32559171
1470,96879.3846364821
1471,201250.62874604
1472,135110.869010843
1473,113326.835238149
1474,180176.033933191
1475,154563.889058332
1476,327281.429239891
1477,260143.976248534
1478,295052.630778361
1479,274231.407022599
1480,345625.493773026
1481,295919.969509289
1482,230027.703694349
1483,173487.038026081
1484,191521.18015388
1485,203125.574568487
1486,221317.61646737
1487,307321.667078227
1488,262728.361030826
1489,195220.397587357
1490,180784.124470201
1491,217567.724822475
1492,109272.898324749
1493,182101.653967056
1494,300936.716439622
1495,294653.114223852
1496,208902.434670082
1497,218631.883262242
1498,194308.261781842
1499,194308.261781842
1500,169027.707421341
1501,183013.789772571
1502,188227.356411742
1503,253759.025609929
1504,254249.976751914
1505,209105.131515752
1506,199077.514791918
1507,232826.539595973
1508,202219.315899803
1509,189753.459891098
1510,141720.184604139
1511,140554.677741536
1512,155807.615378204
1513,196341.107375373
1514,124256.673932139
1515,203998.790436247
1516,185243.455074941
1517,142255.932820711
1518,160570.991251449
1519,208497.040978742
1520,115911.220020442
1521,119103.695339744
1522,186459.636148961
1523,98637.1910639049
1524,111907.957318459
1525,107245.929868049
1526,108056.717250729
1527,102098.828412485
1528,147120.657116791
1529,138831.754553341
1530,177084.907036723
1531,124329.016252577
1532,84122.6984894792
1533,147547.718917151
1534,148488.860825063
1535,140741.583615017
1536,121079.989585027
1537,40136.0221225436
1538,218660.889364639
1539,275533.145547264
1540,151012.657560579
1541,180885.472893036
1542,139677.425175249
1543,216994.517524693
1544,69651.5421330947
1545,142458.629666381
1546,167000.738964641
1547,131620.225559867
1548,156850.105708951
1549,131990.736011979
1550,157125.144875059
1551,139215.480135661
1552,151607.532967382
1553,142848.232385531
1554,152188.078258541
1555,142869.900494552
1556,120015.831145259
1557,107230.138895859
1558,131665.022634453
1559,105057.024941738
1560,164422.231319179
1561,102421.965948028
1562,103191.992954649
1563,101773.115034959
1564,148865.248414006
1565,152260.420578979
1566,208649.063612995
1567,90494.4339978771
1568,206779.994927378
1569,85366.4248093507
1570,139519.525404166
1571,108467.9880789
1572,117380.772151549
1573,209915.918898432
1574,145064.682557694
1575,206115.35304212
1576,240307.230618725
1577,195423.094433027
1578,179618.617607598
1579,128190.170155666
1580,219239.973799252
1581,109982.337284594
1582,123680.165339509
1583,282136.584003729
1584,239813.703634758
1585,149366.113391351
1586,36212.4397343755
1587,108259.414096399
1588,118596.953225569
1589,108939.846953847
1590,140634.358055351
1591,58234.0535919675
1592,123664.374367319
1593,149771.507082691
1594,143873.470887543
1595,121114.872824254
1596,220288.34126683
1597,189607.314393677
1598,217213.005342552
1599,213001.168658069
1600,220957.019850617
1601,4040.19262109373
1602,141191.774380943
1603,79127.6196681673
1604,244013.786045579
1605,278994.782895844
1606,171510.743780798
1607,210175.167092351
1608,223005.656416337
1609,195017.700741687
1610,152463.117424649
1611,143341.759369499
1612,151753.678464804
1613,147395.696282899
1614,105877.726159776
1615,64923.0494990775
1616,64923.0494990775
1617,86222.0092666173
1618,102279.857149134
1619,121501.174248556
1620,202529.238305139
1621,143848.501483674
1622,132937.755056722
1623,251969.637238127
1624,197455.940026558
1625,129790.076812006
1626,179061.201282006
1627,187878.514068651
1628,297592.218486067
1629,215996.824268532
1630,288404.395247309
1631,235500.518527439
1632,248473.116650319
1633,203530.968259827
1634,189297.391988341
1635,183216.486618241
1636,166696.693696136
1637,177293.481019224
1638,237381.341486718
1639,191070.989387953
1640,268951.37519982
1641,192895.260998983
