Id,SalePrice
1461,128813.744085459
1462,161721.306741688
1463,171812.501764473
1464,176674.2453509
1465,212891.728420663
1466,173900.750526098
1467,169691.487275735
1468,167236.242291634
1469,191298.037611055
1470,118544.755388161
1471,198520.543105764
1472,98870.6761003836
1473,98700.0330034689
1474,148343.296274459
1475,131044.684399478
1476,387344.297032278
1477,273605.355216261
1478,282497.200299252
1479,273772.0989058
1480,521574.450784097
1481,334886.565884467
1482,222370.936275116
1483,169334.058916237
1484,168239.598824928
1485,180665.004911133
1486,201313.567410307
1487,319745.939815453
1488,247682.072874985
1489,204507.013490745
1490,192017.497660918
1491,193687.09720142
1492,104939.225583178
1493,192652.210220985
1494,320695.553956749
1495,314281.094996125
1496,222276.78519762
1497,181379.891985597
1498,158293.948048457
1499,160563.151355323
1500,141186.262120719
1501,156852.92259309
1502,154588.402048936
1503,294670.679354745
1504,234552.276776145
1505,215755.2872422
1506,180521.352914073
1507,219111.720240039
1508,192001.193242497
1509,155777.407732326
1510,143174.516831076
1511,143174.516831076
1512,161032.09658047
1513,141781.359172203
1514,201389.587437535
1515,197972.756238319
1516,161184.723369318
1517,159495.522945932
1518,147887.54825608
1519,226608.274652544
1520,134525.805839648
1521,138537.797191045
1522,174197.224195107
1523,108123.642061556
1524,116828.488809269
1525,121809.704816878
1526,127052.481167305
1527,110010.964357942
1528,137998.070014725
1529,142590.870102881
1530,171016.323689451
1531,113963.810527201
1532,101595.036400841
1533,130804.755647065
1534,119856.949805927
1535,143819.438967507
1536,104358.428879192
1537,101561.411536013
1538,163395.281008458
1539,211140.092108616
1540,117422.329974583
1541,144704.312376344
1542,131482.506491817
1543,216839.192829598
1544,83406.2083237301
1545,110741.10590251
1546,122235.621091191
1547,130638.54891774
1548,127030.010092801
1549,104628.558342542
1550,130781.750454209
1551,126272.229048708
1552,137089.683899515
1553,129831.153821555
1554,105658.148380543
1555,176457.181853822
1556,102690.421427922
1557,120320.065078765
1558,110914.070319726
1559,107184.404041291
1560,135671.308876625
1561,156348.478406051
1562,131133.726223266
1563,121058.41345021
1564,154272.014180367
1565,145662.634258203
1566,240418.70283256
1567,93661.1896759136
1568,199061.047351048
1569,138377.89978079
1570,125552.547265942
1571,120317.198516335
1572,146769.665662934
1573,261355.948942312
1574,132238.5507019
1575,231023.474739126
1576,203698.795478364
1577,200981.091116207
1578,141846.492860913
1579,149018.837559446
1580,200229.642589905
1581,145945.125986229
1582,127431.42223598
1583,348903.243908412
1584,227061.584451662
1585,140195.120668505
1586,90939.7875676354
1587,104026.569686878
1588,143507.059323253
1589,105755.859920628
1590,135390.93111777
1591,93903.0763946627
1592,127105.560211924
1593,130999.729842978
1594,130277.57710652
1595,125859.392706834
1596,226281.846159038
1597,174144.598832904
1598,204690.626858592
1599,194437.989154899
1600,193749.434950167
1601,83027.6069576522
1602,115384.187656292
1603,88432.6233207974
1604,248412.987873087
1605,266982.461253052
1606,161007.916140446
1607,174614.501944273
1608,220203.929559938
1609,201439.907800951
1610,147668.039396538
1611,146631.409888676
1612,170426.7790299
1613,168022.502428427
1614,115568.006924094
1615,80377.7469087436
1616,78124.6340221961
1617,91022.9402887173
1618,129053.382962165
1619,131510.101646376
1620,162811.082188811
1621,136724.673971363
1622,137246.795330595
1623,275205.723459741
1624,206042.722353996
1625,137804.798277366
1626,169327.821412703
1627,177323.271359042
1628,301302.758565587
1629,185033.068941503
1630,345629.055230779
1631,231623.521167817
1632,253487.503550269
1633,171959.414804919
1634,175958.623338207
1635,176172.549182475
1636,167437.282217847
1637,169936.334444993
1638,204702.452760485
1639,179281.029185237
1640,242609.472961853
1641,190476.203303334
1642,213695.773798622
1643,235638.778909254
1644,224768.092637668
1645,165605.214558662
1646,148458.068351031
1647,175552.494936553
1648,132238.5507019
1649,127884.181043687
1650,118544.755388161
1651,126500.849920494
1652,102275.662163483
1653,101190.611974316
1654,144389.600037699
1655,158304.748143796
1656,149171.076427885
1657,147969.297747134
1658,145151.082094461
1659,140009.610514816
1660,149497.435785161
1661,498615.473656099
1662,425507.309804775
1663,394869.185843971
1664,497579.599449709
1665,326986.61658989
1666,344549.828470035
1667,382145.546081332
1668,342613.48877863
1669,291280.275203776
1670,368211.438392118
1671,264473.611989078
1672,448009.768383873
1673,307872.303613733
1674,259196.065996346
1675,177033.005512268
1676,174771.014686135
1677,205534.454332657
1678,464160.183954082
1679,405253.022297852
1680,326413.967559344
1681,255386.888417218
1682,317319.601017015
1683,186778.147772373
1684,188402.734971668
1685,170111.848799239
1686,177446.75101671
1687,171657.487545956
1688,189488.738033844
1689,189488.738033844
1690,196588.125301873
1691,185604.043814808
1692,287629.5624529
1693,170363.375082881
1694,175421.632621839
1695,179765.962525415
1696,278621.538425912
1697,179765.962525415
1698,423288.909128591
1699,322956.575504933
1700,246054.480973686
1701,273327.073431522
1702,272130.707405229
1703,284610.734363897
1704,300535.21769688
1705,227588.559906597
1706,449660.444888746
1707,213592.546321005
1708,206988.41409404
1709,276604.429712078
1710,224205.358935614
1711,257205.142318126
1712,280619.693242996
1713,261124.037098581
1714,210280.071425213
1715,203531.771802425
1716,184513.198092567
