Id,SalePrice
1461,128059.9453125
1462,152057.875
1463,171812.140625
1464,183475.703125
1465,207117.75
1466,166452.171875
1467,167451.59375
1468,163344.328125
1469,184751.28125
1470,124502.7109375
1471,201039.796875
1472,99382.46875
1473,97056.5
1474,166954.453125
1475,142204.859375
1476,366965.1875
1477,256406.59375
1478,309398.875
1479,267292.09375
1480,487650.40625
1481,310719.34375
1482,210839.890625
1483,169434.609375
1484,172441.265625
1485,171475.328125
1486,192862.03125
1487,331602.9375
1488,244003.9375
1489,198447.9375
1490,192830.5625
1491,186991.5625
1492,101156.609375
1493,162831.78125
1494,282801.03125
1495,310430.6875
1496,220887.046875
1497,191017.6875
1498,166078.078125
1499,166498.03125
1500,150964.09375
1501,184301
1502,156210.375
1503,333362.34375
1504,229811.875
1505,218687.8125
1506,209182.515625
1507,226559.375
1508,199555.40625
1509,166961.484375
1510,149514.328125
1511,149514.328125
1512,175045.625
1513,161984.390625
1514,163398.296875
1515,220142.265625
1516,164230.4375
1517,139954.515625
1518,145572.703125
1519,217002.203125
1520,142758.921875
1521,145072.6875
1522,180850.09375
1523,112873.3203125
1524,125543.90625
1525,128471.4453125
1526,130376.4453125
1527,87759.140625
1528,125219.7265625
1529,147869.125
1530,165930.921875
1531,110487.3828125
1532,104355.609375
1533,151546.734375
1534,118590.8125
1535,154958.625
1536,123452.9609375
1537,77887.1640625
1538,178259.15625
1539,187902.109375
1540,122707.09375
1541,150010.984375
1542,153280.03125
1543,234197.265625
1544,88176.75
1545,108434.1796875
1546,129375.171875
1547,139678.4375
1548,136460.140625
1549,102230.234375
1550,157184.140625
1551,126712.875
1552,118165.765625
1553,136166.375
1554,114317.6796875
1555,168167.09375
1556,115445.5
1557,133030.375
1558,100526.8359375
1559,110019.84375
1560,149618.671875
1561,188938.421875
1562,122164.0390625
1563,125792.28125
1564,162596.96875
1565,147942.78125
1566,196463.796875
1567,81459.578125
1568,202850.109375
1569,127386.1875
1570,117486.796875
1571,130657.25
1572,143775.40625
1573,275307.90625
1574,135904.921875
1575,204463.359375
1576,212000.9375
1577,201120.25
1578,140464.296875
1579,144898.40625
1580,188169.875
1581,128177.9375
1582,130739.828125
1583,335192.78125
1584,233341.1875
1585,148311.703125
1586,60535.328125
1587,97821.6484375
1588,144762.625
1589,102799.0859375
1590,138619.375
1591,95711.9453125
1592,125688.78125
1593,125037.8671875
1594,120293.8046875
1595,125772.8125
1596,260405.703125
1597,168503.90625
1598,179761.984375
1599,207329.078125
1600,200768.953125
1601,70398.4140625
1602,105660.609375
1603,98612.3515625
1604,280525.46875
1605,245607.78125
1606,158749.046875
1607,188822.3125
1608,219444.890625
1609,196683.921875
1610,148972.828125
1611,134700.578125
1612,153161.4375
1613,151629.03125
1614,129450.8125
1615,80588.1328125
1616,72513.4609375
1617,90122.5078125
1618,124929.0234375
1619,121758.34375
1620,157091.109375
1621,137436.40625
1622,149143.984375
1623,308375.21875
1624,212380.453125
1625,132895.78125
1626,179432.03125
1627,187092.046875
1628,279957.96875
1629,173440.1875
1630,398271.8125
1631,223042.234375
1632,240328.953125
1633,167466.28125
1634,188017.640625
1635,181674.140625
1636,157082.53125
1637,160343.984375
1638,199747.28125
1639,174408.390625
1640,252579.15625
1641,181310.46875
1642,218848.734375
